seed,alpha,omega,n_particles,train_reps,test_reps,shape_copies,color_copies,blocked_train,reward_rule,n_colors,n_train_colors,n_test_colors,rewarded_shape,n_train,n_first_heldout,flat_train_acc,hier_train_acc,adv_train_acc,flat_first_heldout_acc,hier_first_heldout_acc,adv_first_heldout_acc,flat_heldout_shape0_acc,flat_heldout_shape1_acc,hier_heldout_shape0_acc,hier_heldout_shape1_acc,adv_heldout_shape0_acc,adv_heldout_shape1_acc,flat_train_brier,hier_train_brier,adv_train_brier_reduction,flat_heldout_brier,hier_heldout_brier,adv_heldout_brier_reduction,flat_train_logloss,hier_train_logloss,adv_train_logloss_reduction,flat_heldout_logloss,hier_heldout_logloss,adv_heldout_logloss_reduction,flat_train_shape0_mean_prob,flat_train_shape1_mean_prob,flat_train_shape_contrast,hier_train_shape0_mean_prob,hier_train_shape1_mean_prob,hier_train_shape_contrast,adv_train_shape_contrast,flat_heldout_shape0_mean_prob,flat_heldout_shape1_mean_prob,flat_heldout_shape_contrast,hier_heldout_shape0_mean_prob,hier_heldout_shape1_mean_prob,hier_heldout_shape_contrast,adv_heldout_shape_contrast,flat_train_signed_contrast,hier_train_signed_contrast,adv_train_signed_contrast,flat_heldout_signed_contrast,hier_heldout_signed_contrast,adv_heldout_signed_contrast,flat_n_clusters,hier_nodes_level_0,hier_nodes_level_1,hier_nodes_level_2,hier_nodes_level_3,hier_nodes_level_4,hier_n_levels_used,hier_total_nodes,hier_best_shape_level,hier_best_shape_separation,flat_shape_same_node,flat_shape_diff_node,flat_shape_separation,hier_shape_same_node,hier_shape_diff_node,flat_color_separation,hier_color_separation_at_shape_level,flat_all_heldout_acc,hier_all_heldout_acc,adv_all_heldout_acc,flat_all_heldout_brier,hier_all_heldout_brier,adv_all_heldout_brier_reduction,flat_all_heldout_logloss,hier_all_heldout_logloss,adv_all_heldout_logloss_reduction,flat_all_heldout_shape_contrast,hier_all_heldout_shape_contrast,adv_all_heldout_shape_contrast,hier_nodes_level_5,hier_nodes_level_6
1,0.8315570539023611,0.17289228205302348,200,10,3,6,1,1,random_balanced,10,8,2,0,160,4,0.5,0.5375,0.03749999999999998,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.0,0.5,0.24398777523210596,0.22409903007065704,0.019888745161448923,0.2526675001445007,0.2401616830736542,0.01250581707084647,0.6546553091877781,0.6020266889651791,0.052628620222599065,0.6984829264588756,0.673455014223485,0.02502791223539058,0.9638093006579475,0.6825896592849974,0.2812196413729501,0.9267948366434506,0.6489783597379437,0.2778164769055069,-0.003403164467443154,0.5021880509352957,0.5074553350911919,-0.005267284155896168,0.5069834045546235,0.48684103249183913,0.02014237206278441,0.025409656218680576,0.2812196413729501,0.2778164769055069,-0.003403164467443154,-0.005267284155896168,0.02014237206278441,0.025409656218680576,1,3,2,1,1.0,1.0,5,8,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
2,0.8315570539023611,0.17289228205302348,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.51875,0.5875,0.06874999999999998,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.24188124110082693,0.20281033867375,0.03907090242707692,0.24418574162047446,0.22106252377435268,0.023123217846121785,0.6510492499779085,0.5464357303558939,0.1046135196220146,0.6815180497195378,0.6351716263167438,0.046346423402793935,0.037983937180411834,0.3214795553315783,-0.2834956181511665,0.07387489621685903,0.3829273080945726,-0.3090524118777136,-0.025556793726547122,0.4940249464169555,0.5057256703177164,-0.011700723900760934,0.48180701240553353,0.5417695525800041,-0.05996254017447061,-0.04826181627370968,0.2834956181511665,0.3090524118777136,0.025556793726547122,0.011700723900760934,0.05996254017447061,0.04826181627370968,3,9,12,10,5.0,1.0,5,37,0,0.04492879746835443,0.975,0.97515625,-0.00015624999999996891,0.7568037974683545,0.711875,-8.928571428579168e-05,0.00300281954887216,,,,,,,,,,,,,,
3,0.8315570539023611,0.17289228205302348,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.51875,0.5375,0.018749999999999933,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.23973472370623802,0.21761614516492842,0.022118578541309608,0.24345003932964185,0.22451356101949632,0.018936478310145527,0.6446145015246313,0.578413715484625,0.06620078604000634,0.6800464442167301,0.6421233803510089,0.037923063865721196,0.035263221461400054,0.32444713951299287,-0.2891839180515928,0.07449104311809047,0.3576156604840448,-0.28312461736595435,0.00605930068563848,0.49395734145567455,0.5071465801015828,-0.013189238645908208,0.4695306052981175,0.5219248231380602,-0.05239421783994269,-0.039204979194034484,0.2891839180515928,0.28312461736595435,-0.00605930068563848,0.013189238645908208,0.05239421783994269,0.039204979194034484,4,5,9,11,6.0,2.0,5,33,2,0.13036750483558995,0.7120253164556962,0.7153125,-0.0032871835443037956,0.3546099290780142,0.22424242424242424,0.020328947368421058,0.015505834235534699,,,,,,,,,,,,,,
4,0.8315570539023611,0.17289228205302348,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.5125,0.50625,-0.006249999999999978,1.0,0.75,-0.25,1.0,1.0,1.0,0.5,0.0,-0.5,0.23700358442559305,0.2285903758898924,0.008413208535700656,0.23847397285010957,0.23922739171746063,-0.0007534188673510578,0.6364656775168329,0.6075917622174759,0.02887391529935701,0.6700845873755821,0.671586923727157,-0.0015023363515749288,0.03682992024605504,0.32852762441311467,-0.29169770416705965,0.07230182758757626,0.34231002889019,-0.27000820130261377,0.021689502864445875,0.4872859442021939,0.5107429886884229,-0.02345704448622904,0.4803465304426132,0.5027253141012613,-0.022378783658648094,0.0010782608275809458,0.29169770416705965,0.27000820130261377,-0.021689502864445875,0.02345704448622904,0.022378783658648094,-0.0010782608275809458,3,5,8,3,3.0,2.0,5,21,2,0.010906339031338974,0.8612341772151899,0.8553125,0.00592167721518988,0.9501424501424501,0.9392361111111112,-0.004144736842105257,-0.000888888888888939,,,,,,,,,,,,,,
5,0.8315570539023611,0.17289228205302348,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.5,0.54375,0.043749999999999956,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.24565143230860506,0.22043569196958518,0.025215740339019882,0.2508837096014413,0.2267598559035512,0.024123853697890107,0.66687483208441,0.5925978161387662,0.07427701594564384,0.694914851013563,0.6465843382762377,0.04833051273732525,0.031941048087259186,0.3158384886563107,-0.28389744056905153,0.0807479443525178,0.35596486751024325,-0.27521692315772545,0.008680517411326083,0.49728725643131777,0.4955560712535567,0.001731185177761052,0.4598053962531098,0.5079681036223671,-0.04816270736925732,-0.04989389254701837,0.28389744056905153,0.27521692315772545,-0.008680517411326083,-0.001731185177761052,0.04816270736925732,0.04989389254701837,1,5,12,13,7.0,2.0,5,39,2,0.03555161194912747,1.0,1.0,0.0,0.15527950310559005,0.11972789115646258,0.0,-0.018218954248366018,,,,,,,,,,,,,,
0,0.16814570155504005,0.12358988547445875,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.50625,0.50625,0.0,0.75,1.0,0.25,1.0,0.5,1.0,1.0,0.0,0.5,0.2523114990196614,0.24585254155134068,0.006458957468320703,0.2471272900124293,0.24368392465289554,0.0034433653595337677,0.7112082434794045,0.6673813765372842,0.043826866942120235,0.687401429882833,0.6805139847922314,0.006887445090601685,0.6935732788850902,0.9837661928844661,-0.29019291399937586,0.685118527669586,0.9686286781019738,-0.2835101504323878,0.006682763566988048,0.496499956803957,0.5022891171074706,-0.0057891603035136185,0.49576154949969764,0.508488777375912,-0.012727227876214386,-0.006938067572700768,0.29019291399937586,0.2835101504323878,-0.006682763566988048,0.0057891603035136185,0.012727227876214386,0.006938067572700768,2,2,1,1,1.0,1.0,5,6,0,0.0,0.9518987341772152,0.95,0.0018987341772152,1.0,1.0,0.0034116541353383933,0.0,,,,,,,,,,,,,,
1,0.16814570155504005,0.12358988547445875,200,10,3,6,1,1,random_balanced,10,8,2,0,160,4,0.5,0.5,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.0,0.5,0.2526693315651948,0.24571318838043257,0.0069561431847622035,0.2517766887688829,0.2406831030331425,0.011093585735740374,0.7102849367216183,0.6612376282776378,0.04904730844398053,0.6967010483167773,0.6745027786039562,0.022198269712821017,0.9830069631878985,0.6942181563118375,0.288788806876061,0.9676723149901033,0.6852519129683052,0.2824204020217981,-0.006368404854262932,0.5032585901035084,0.5067506126414478,-0.0034920225379394543,0.5190771285000151,0.5000547953521699,0.019022333147845183,0.022514355685784637,0.288788806876061,0.2824204020217981,-0.006368404854262932,-0.0034920225379394543,0.019022333147845183,0.022514355685784637,1,1,2,1,2.0,1.0,6,8,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,
2,0.16814570155504005,0.12358988547445875,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.49375,0.49375,0.0,0.25,1.0,0.75,0.0,0.5,1.0,1.0,1.0,0.5,0.25086384555712654,0.24121765543848,0.009646190118646536,0.2516165434822084,0.24513979936786123,0.006476744114347177,0.700862051298187,0.6435562917261299,0.05730575957205708,0.6963804093489054,0.6834259856893293,0.012954423659576109,0.017506974186198197,0.30778962564044693,-0.29028265145424875,0.029082453196163725,0.32080590002197096,-0.29172344682580725,-0.001440795371558501,0.5043724669448459,0.5011647530078795,0.0032077139369663943,0.4939396644426536,0.5037310782518786,-0.009791413809224991,-0.012999127746191386,0.29028265145424875,0.29172344682580725,0.001440795371558501,-0.0032077139369663943,0.009791413809224991,0.012999127746191386,1,1,1,2,1.0,,4,5,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
3,0.16814570155504005,0.12358988547445875,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.49375,0.5,0.006249999999999978,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,-0.5,0.25173018984503825,0.24359841502176938,0.008131774823268878,0.24833765749771,0.24927745687534342,-0.0009397993776334157,0.7058103706895631,0.6510580308326547,0.054752339856908416,0.6898222540179251,0.6917020697085551,-0.0018798156906300045,0.01786213833803417,0.30700461699326864,-0.28914247865523446,0.03334329123155995,0.31751868695151075,-0.2841753957199508,0.00496708293528364,0.5024246475834954,0.5057902837989015,-0.003365636215406087,0.49999578123711536,0.5014496695316337,-0.0014538882945183684,0.0019117479208877186,0.28914247865523446,0.2841753957199508,-0.00496708293528364,0.003365636215406087,0.0014538882945183684,-0.0019117479208877186,1,1,2,2,2.0,1.0,5,8,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
4,0.16814570155504005,0.12358988547445875,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.49375,0.5125,0.018749999999999933,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.0,0.5,0.2519022577929707,0.24188157481898073,0.010020682973989975,0.2499969840445329,0.24436650610910174,0.005630477935431172,0.6990865482570185,0.6505203707111353,0.048566177545883216,0.6931411476913956,0.6818790432310615,0.011262104460334044,0.017555644955413955,0.30634528115425846,-0.2887896361988445,0.029690469056515074,0.32066030639686743,-0.29096983734035237,-0.0021802011415078537,0.49767608998009694,0.4976969826409202,-2.0892660823279563e-05,0.49335240149254284,0.5047165721415432,-0.01136417064900036,-0.01134327798817708,0.2887896361988445,0.29096983734035237,0.0021802011415078537,2.0892660823279563e-05,0.01136417064900036,0.01134327798817708,1,2,2,3,2.0,1.0,5,10,1,0.05777777777777782,1.0,1.0,0.0,0.9466666666666667,0.8888888888888888,0.0,-0.0019492216801634266,,,,,,,,,,,,,,
5,0.16814570155504005,0.12358988547445875,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.49375,0.525,0.03125,0.25,1.0,0.75,0.5,0.0,1.0,1.0,0.5,1.0,0.2521705370601691,0.23166224201390367,0.020508295046265446,0.25161988188090756,0.2407028981666798,0.010916983714227751,0.6924838895107321,0.6137851248415428,0.07869876466918935,0.696387091613109,0.6745492713550526,0.021837820258056362,0.01643924848262232,0.3059745770825791,-0.2895353285999568,0.03070423709778125,0.3352851858957801,-0.30458094879799885,-0.015045620198042065,0.4985634391406547,0.4953509622794099,0.0032124768612448173,0.48693948637150825,0.5057517911284871,-0.01881230475697887,-0.022024781618223688,0.2895353285999568,0.30458094879799885,0.015045620198042065,-0.0032124768612448173,0.01881230475697887,0.022024781618223688,1,1,3,2,2.0,1.0,5,9,2,0.625,1.0,1.0,0.0,0.75,0.125,0.0,-0.30303030303030304,,,,,,,,,,,,,,
0,0.6908098011372621,0.09631236477736396,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.5,0.54375,0.043749999999999956,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.24653810793734404,0.22388109935821512,0.022657008579128918,0.24952601412991038,0.22207600791305102,0.027450006216859363,0.6770663268020346,0.6001586536294875,0.0769076731725471,0.6921992122888688,0.637134253410968,0.05506495887790086,0.6854558833966923,0.9731890661859485,-0.2877331827892562,0.6502775893767797,0.9440445284531418,-0.2937669390763621,-0.006033756287105896,0.49649678018362986,0.49746723229143097,-0.0009704521078011119,0.449240369310123,0.5077529949760298,-0.05851262566590676,-0.05754217355810565,0.2877331827892562,0.2937669390763621,0.006033756287105896,0.0009704521078011119,0.05851262566590676,0.05754217355810565,2,1,3,3,2.0,,4,9,1,0.013768914316272252,0.9875,0.9875,0.0,0.9596347909658818,0.9458658766496095,0.0,-0.0028345466672518027,,,,,,,,,,,,,,
1,0.6908098011372621,0.09631236477736396,200,10,3,6,1,1,random_balanced,10,8,2,0,160,4,0.5,0.53125,0.03125,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.24558240298285564,0.21788397263722556,0.027698430345630076,0.2528558151905089,0.22976973440230933,0.023086080788199598,0.6552266801637531,0.5726145140165635,0.08261216614718958,0.698859937961652,0.6526331270843476,0.0462268108773044,0.9728387185838734,0.6856487503182284,0.287189968265645,0.9400273718257584,0.6446028777809336,0.29542449404482474,0.008234525779179713,0.5041633325181523,0.5097589138613352,-0.005595581343182943,0.5342260851074799,0.49252007141082366,0.041706013696656274,0.04730159503983922,0.287189968265645,0.29542449404482474,0.008234525779179713,-0.005595581343182943,0.041706013696656274,0.04730159503983922,2,5,9,6,5.0,2.0,5,27,2,0.033957845433255196,0.9875,0.9875,0.0,0.8672911787665886,0.8333333333333334,0.0,-0.013723525860851016,,,,,,,,,,,,,,
2,0.6908098011372621,0.09631236477736396,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.49375,0.54375,0.04999999999999993,0.25,0.75,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.24667187990503997,0.2237112796508908,0.02296060025414917,0.25133976312600625,0.23874344488215749,0.01259631824384877,0.6612279279541757,0.5962169172210957,0.06501101073308002,0.6958267854412644,0.6706179787207013,0.025208806720563137,0.02742962866120836,0.31346448448294817,-0.2860348558217398,0.06007728472007935,0.3485851142812351,-0.2885078295611558,-0.0024729737394159623,0.5031285744285876,0.500466179140032,0.002662395288555608,0.47680713918790885,0.4999486032027728,-0.023141464014863944,-0.025803859303419552,0.2860348558217398,0.2885078295611558,0.0024729737394159623,-0.002662395288555608,0.023141464014863944,0.025803859303419552,1,4,5,7,3.0,1.0,5,20,1,0.0005110522774106618,1.0,1.0,0.0,0.8609189285080717,0.8604078762306611,0.0,0.0005564141919986998,,,,,,,,,,,,,,
3,0.6908098011372621,0.09631236477736396,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.5,0.5,0.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.2450894995960578,0.2276195558997332,0.017469943696324597,0.24866809177209973,0.24035986013069519,0.00830823164140454,0.6623981090322019,0.5989864848582076,0.06341162417399426,0.690483184847867,0.6738633565169188,0.016619828330948216,0.02556879352347303,0.31639051464040213,-0.2908217211169291,0.05606383552131113,0.3408950000659122,-0.2848311645446011,0.0059905565723279985,0.5028024981518988,0.5055066922067025,-0.0027041940548037102,0.48791333857864205,0.507414139327877,-0.019500800749234992,-0.016796606694431282,0.2908217211169291,0.2848311645446011,-0.0059905565723279985,0.0027041940548037102,0.019500800749234992,0.016796606694431282,2,5,4,4,4.0,2.0,6,20,2,0.16279134497214476,0.9518987341772152,0.95,0.0018987341772152,0.7489626556016598,0.586171310629515,0.00042293233082713044,-0.024605865144103678,,,,,,,,,,,,,1.0,
4,0.6908098011372621,0.09631236477736396,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.53125,0.50625,-0.025000000000000022,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2409240688012701,0.22547855582016157,0.015445512981108522,0.23563912161205186,0.24126850213279755,-0.005629380520745686,0.6424880703833329,0.59593316263847,0.04655490774486293,0.6644141604655083,0.6756760827598927,-0.011261922294384386,0.026618026167559938,0.32212832604487507,-0.29551029987731514,0.05444277365147597,0.34495074906071765,-0.29050797540924167,0.005002324468073471,0.48196660748353526,0.5111723437566711,-0.02920573627313583,0.49813094469460484,0.5158978802758716,-0.01776693558126674,0.011438800691869089,0.29551029987731514,0.29050797540924167,-0.005002324468073471,0.02920573627313583,0.01776693558126674,-0.011438800691869089,3,6,6,5,1.0,1.0,5,19,2,0.1053830227743271,0.9400316455696203,0.9375,0.0025316455696202667,0.9720496894409938,0.8666666666666667,-0.0014285714285714457,-0.0021216407355021394,,,,,,,,,,,,,,
5,0.6908098011372621,0.09631236477736396,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.49375,0.56875,0.07499999999999996,0.75,1.0,0.25,1.0,0.5,1.0,1.0,0.0,0.5,0.24399590784185504,0.20676811855914817,0.03722778928270687,0.24427682465210424,0.22022125957837718,0.024055565073727053,0.6540554061873116,0.5519799624767361,0.10207544371057553,0.6816976342538408,0.633514659351893,0.048182974901947784,0.024154700911804387,0.3176406905656385,-0.2934859896538341,0.05838357755178727,0.37402538881912967,-0.3156418112673424,-0.02215582161350832,0.4863723039657952,0.4980262536343186,-0.0116539496685234,0.46768844168524587,0.5291437351964998,-0.06145529351125395,-0.04980134384273055,0.2934859896538341,0.3156418112673424,0.02215582161350832,0.0116539496685234,0.06145529351125395,0.04980134384273055,4,8,11,11,6.0,4.0,5,40,3,0.4283088235294118,0.9511075949367088,0.95,0.0011075949367088667,0.6470588235294118,0.21875,0.00012218045112788456,0.21120689655172414,,,,,,,,,,,,,,
0,0.5583359800751664,0.27022170227766584,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.51875,0.5375,0.018749999999999933,0.75,1.0,0.25,1.0,0.5,1.0,1.0,0.0,0.5,0.24336346414802054,0.23040779297355587,0.012955671174464667,0.2441964161814422,0.232617327426858,0.011579088754584188,0.6742951490440859,0.6201230473802829,0.05417210166380304,0.6815353067644175,0.6583469865677398,0.023188320196677714,0.6792906687243411,0.964656546901902,-0.28536587817756087,0.65944592175696,0.9300273056176614,-0.2705813838607014,0.014784494316859464,0.487018456512725,0.49891003187176847,-0.01189157535904345,0.48272391377399054,0.5184161588584983,-0.0356922450845078,-0.023800669725464352,0.28536587817756087,0.2705813838607014,-0.014784494316859464,0.01189157535904345,0.0356922450845078,0.023800669725464352,3,5,9,4,3.0,,4,21,1,0.03271137895067955,0.5197784810126582,0.431875,0.08790348101265821,0.6920415224913494,0.6593301435406699,0.013571428571428568,-0.014315209002579099,,,,,,,,,,,,,,
1,0.5583359800751664,0.27022170227766584,200,10,3,6,1,1,random_balanced,10,8,2,0,160,4,0.5125,0.53125,0.018750000000000044,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.0,0.5,0.246092910275318,0.2302621804718461,0.015830729803471888,0.2473061489401011,0.23572190480737182,0.011584244132729293,0.6684395300922557,0.6142312248413642,0.054208305250891486,0.6877569902663156,0.6645698333005873,0.023187156965728373,0.9624907114982575,0.6840530155750109,0.27843769592324663,0.9290960103077859,0.6598620801523147,0.26923393015547115,-0.009203765767775485,0.5086121524634624,0.5030884603106391,0.005523692152823223,0.5233455412157348,0.49406968649581257,0.02927585471992228,0.023752162567099055,0.27843769592324663,0.26923393015547115,-0.009203765767775485,0.005523692152823223,0.02927585471992228,0.023752162567099055,3,3,7,4,2.0,1.0,5,17,0,0.0009493670886076,0.9751582278481012,0.975,0.00015822784810126667,0.9634493670886076,0.9625,-8.928571428579168e-05,-0.000535714285714306,,,,,,,,,,,,,,
2,0.5583359800751664,0.27022170227766584,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.49375,0.50625,0.012499999999999956,0.75,1.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.24900941275179783,0.237718868146797,0.01129054460500084,0.24935670598405085,0.23655684188417928,0.012799864099871577,0.674463923360751,0.6403603256112469,0.03410359774950411,0.6918605948670511,0.6662513048529529,0.025609290014098174,0.035968392070822766,0.311183593018504,-0.27521520094768126,0.06561607207309555,0.3288182788505597,-0.26320220677746414,0.012012994170217117,0.5000859512456965,0.5013910696981465,-0.0013051184524499604,0.48643612779560025,0.5137509824967761,-0.02731485470117584,-0.02600973624872588,0.27521520094768126,0.26320220677746414,-0.012012994170217117,0.0013051184524499604,0.02731485470117584,0.02600973624872588,1,3,3,2,1.0,,4,9,1,0.017846575737894166,1.0,1.0,0.0,0.9221476510067114,0.9043010752688172,0.0,-0.011870668662975481,,,,,,,,,,,,,,
3,0.5583359800751664,0.27022170227766584,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.50625,0.58125,0.07500000000000007,0.25,1.0,0.75,0.0,0.5,1.0,1.0,1.0,0.5,0.2468674193814945,0.20684947297241596,0.04001794640907855,0.25159658348806696,0.2235359163611792,0.02806066712688776,0.6706712732277849,0.5602657291064885,0.11040554412129633,0.6963405288205715,0.6401403684890435,0.05620016033152797,0.03667610576696521,0.3143837734646787,-0.2777076676977135,0.07205136333397161,0.37672796460561775,-0.30467660127164614,-0.026968933573932652,0.5042937330872457,0.5011325516932092,0.0031611813940364275,0.48098387065002624,0.5356673950846441,-0.05468352443461788,-0.05784470582865431,0.2777076676977135,0.30467660127164614,0.026968933573932652,-0.0031611813940364275,0.05468352443461788,0.05784470582865431,2,5,9,8,5.0,,4,27,1,0.08897649754715364,0.5256329113924051,0.5309375,-0.005304588607594862,0.35721812434141204,0.2682416267942584,-0.006738721804511294,0.0009810191830618709,,,,,,,,,,,,,,
4,0.5583359800751664,0.27022170227766584,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.5,0.5,0.0,0.75,0.75,0.0,0.5,1.0,1.0,0.5,0.5,-0.5,0.2456038013847825,0.2324611386268119,0.013142662757970602,0.24621006586613386,0.24025804289064714,0.0059520229754867204,0.6621764696235435,0.6194890396209006,0.04268743000264286,0.6855669558606226,0.6736562867880143,0.011910669072608293,0.0367102178923102,0.3157089417623835,-0.2789987238700733,0.07660329101703886,0.3360935939079975,-0.25949030289095865,0.01950842097911465,0.4963919460736458,0.5040154690250506,-0.007623522951404782,0.48415825740436236,0.5040119701165506,-0.019853712712188276,-0.012230189760783494,0.2789987238700733,0.25949030289095865,-0.01950842097911465,0.007623522951404782,0.019853712712188276,0.012230189760783494,2,3,3,5,7.0,2.0,5,20,3,0.2962962962962963,0.9753164556962025,0.975,0.00031645569620253333,0.2962962962962963,0.0,-0.00017857142857147235,-0.1568627450980392,,,,,,,,,,,,,,
5,0.5583359800751664,0.27022170227766584,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.5,0.5,0.0,0.75,0.75,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.24925161821826877,0.24065506821194088,0.008596550006327891,0.2459743701975562,0.24106790388552196,0.00490646631203423,0.6801965565075238,0.6483442503994866,0.03185230610803713,0.6850944379553339,0.6752710419781427,0.009823395977191174,0.03341764979892154,0.31129555143113824,-0.2778779016322167,0.06572642748968396,0.3251231624857197,-0.25939673499603577,0.018481166636180935,0.49045454663997046,0.4986211154802499,-0.008166568840279442,0.48147216840295387,0.4997367253155104,-0.018264556912556518,-0.010097988072277075,0.2778779016322167,0.25939673499603577,-0.018481166636180935,0.008166568840279442,0.018264556912556518,0.010097988072277075,3,2,4,2,3.0,1.0,5,12,0,0.0,0.9153481012658228,0.9153125,3.560126582280443e-05,1.0,1.0,-0.00022556390977446217,0.0,,,,,,,,,,,,,,
0,0.5318950523467448,0.4248880993733521,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.5,0.5125,0.012499999999999956,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.2506543132958837,0.2389804994560071,0.011673813839876618,0.2517932868847376,0.25153623984746787,0.0002570470372697531,0.6970932518439177,0.6445572000339167,0.05253605181000098,0.6967345385238242,0.6962198444302351,0.0005146940935890632,0.6900681949471146,0.9567431106973034,-0.26667491575018887,0.6714117549791154,0.9260580193925534,-0.25464626441343796,0.012028651336750906,0.5005769940036515,0.4970923558907035,0.003484638112948024,0.5029517814531043,0.5000013843832212,0.002950397069883093,-0.0005342410430649314,0.26667491575018887,0.25464626441343796,-0.012028651336750906,-0.003484638112948024,-0.002950397069883093,0.0005342410430649314,1,6,4,3,1.0,1.0,5,15,0,0.0,1.0,1.0,0.0,0.9875,0.9875,0.0,0.0,,,,,,,,,,,,,,
1,0.5318950523467448,0.4248880993733521,200,10,3,6,1,1,random_balanced,10,8,2,0,160,4,0.50625,0.5375,0.03125,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.2467395250199073,0.2324488296825431,0.014290695337364212,0.24611777897099385,0.23392966323238712,0.01218811573860673,0.6712734470636377,0.6330756173301607,0.03819782973347696,0.685378007714588,0.6609840865200405,0.02439392119454753,0.957997162305993,0.6847053282278892,0.27329183407810376,0.9192250758882843,0.6594468564309155,0.2597782194573688,-0.01351361462073497,0.5109624683638546,0.5029970584570681,0.007965409906786514,0.5078860220166731,0.4750408165152711,0.03284520550140202,0.024879795594615506,0.27329183407810376,0.2597782194573688,-0.01351361462073497,0.007965409906786514,0.03284520550140202,0.024879795594615506,1,3,5,4,1.0,1.0,5,14,1,0.012485924957320815,1.0,1.0,0.0,0.9557226399331662,0.9432367149758454,0.0,-0.007611355409973375,,,,,,,,,,,,,,
2,0.5318950523467448,0.4248880993733521,200,10,3,6,1,1,random_balanced,10,8,2,1,160,4,0.49375,0.54375,0.04999999999999993,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.24781787447316864,0.22063458236074268,0.027183292112425955,0.25044728855372633,0.23808674196467017,0.012360546589056165,0.6727145715657449,0.599294801398547,0.07341977016719792,0.6940418060108632,0.6693120435792261,0.024729762431637048,0.0442727466692522,0.31359188177077624,-0.26931913510152405,0.07746105419923799,0.35629785114157914,-0.27883679694234115,-0.009517661840817093,0.5046863169552874,0.5038294182015136,0.000856898753773816,0.49063140280152195,0.5148397813414893,-0.02420837853996738,-0.025065277293741195,0.26931913510152405,0.27883679694234115,0.009517661840817093,-0.000856898753773816,0.02420837853996738,0.025065277293741195,2,4,6,5,3.0,1.0,5,19,2,0.07699293586390354,0.9634493670886076,0.9625,0.0009493670886076,0.7755376344086021,0.6985446985446986,0.0009586466165413254,0.00921705790496019,,,,,,,,,,,,,,
