seed,rewarded_shape,n_train,n_first_heldout,flat_train_acc,hier_train_acc,adv_train_acc,flat_first_heldout_acc,hier_first_heldout_acc,adv_first_heldout_acc,flat_heldout_shape0_acc,flat_heldout_shape1_acc,hier_heldout_shape0_acc,hier_heldout_shape1_acc,adv_heldout_shape0_acc,adv_heldout_shape1_acc,flat_train_brier,hier_train_brier,adv_train_brier_reduction,flat_heldout_brier,hier_heldout_brier,adv_heldout_brier_reduction,flat_train_logloss,hier_train_logloss,adv_train_logloss_reduction,flat_heldout_logloss,hier_heldout_logloss,adv_heldout_logloss_reduction,flat_train_shape0_mean_prob,flat_train_shape1_mean_prob,flat_train_shape_contrast,hier_train_shape0_mean_prob,hier_train_shape1_mean_prob,hier_train_shape_contrast,adv_train_shape_contrast,flat_heldout_shape0_mean_prob,flat_heldout_shape1_mean_prob,flat_heldout_shape_contrast,hier_heldout_shape0_mean_prob,hier_heldout_shape1_mean_prob,hier_heldout_shape_contrast,adv_heldout_shape_contrast,flat_train_signed_contrast,hier_train_signed_contrast,adv_train_signed_contrast,flat_heldout_signed_contrast,hier_heldout_signed_contrast,adv_heldout_signed_contrast,flat_n_clusters,hier_nodes_by_level,hier_best_shape_level,hier_best_shape_separation,flat_shape_same_node,flat_shape_diff_node,flat_shape_separation,hier_shape_same_node,hier_shape_diff_node,flat_color_separation,hier_color_separation_at_shape_level
49,0,80,4,0.5125,0.525,0.012500000000000067,0.75,1.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.24728792948918935,0.22520274543665048,0.02208518405253887,0.24630573571583542,0.23274806812558924,0.01355766759024618,0.6629170973889724,0.5997598870412156,0.06315721034775679,0.6857575292422373,0.6586236387447439,0.027133890497493374,0.9680361233404975,0.6852011677235751,0.2828349556169224,0.9367299829017816,0.652093207774797,0.2846367751269846,0.001801819510062197,0.5035636452365133,0.4960775473725991,0.007486097863914187,0.5171319699736601,0.48192536733841274,0.03520660263524733,0.027720504771333143,0.2828349556169224,0.2846367751269846,0.001801819510062197,0.007486097863914187,0.03520660263524733,0.027720504771333143,1,"{'level_0': 4, 'level_1': 6, 'level_2': 4, 'level_3': 2, 'level_4': 1}",1,0.058672404799165356,1.0,1.0,0.0,0.7577464788732394,0.6990740740740741,0.0,0.01757989776907276
50,0,80,4,0.5125,0.55,0.03750000000000009,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.25061812089227453,0.2206755705580689,0.02994255033420562,0.24884708946172912,0.23090602018861003,0.017941069273119087,0.6770068849358593,0.5905339992370249,0.08647288569883438,0.6908410930733373,0.654927462973429,0.035913630099908334,0.9664783909504562,0.6895774362984917,0.2769009546519645,0.9318366772853697,0.6445720632121591,0.2872646140732106,0.010363659421246063,0.5064414630956806,0.5040734275247758,0.002368035570904814,0.52655142560118,0.48744830970686326,0.0391031158943167,0.036735080323411884,0.2769009546519645,0.2872646140732106,0.010363659421246063,0.002368035570904814,0.0391031158943167,0.036735080323411884,1,"{'level_0': 2, 'level_1': 5, 'level_2': 5, 'level_3': 3, 'level_4': 1}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
51,0,80,4,0.4875,0.525,0.03750000000000003,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.2502809291380746,0.23094472902839894,0.019336200109675655,0.24814635089034104,0.23919613728372774,0.0089502136066133,0.6779765552153041,0.6179072832517097,0.06006927196359435,0.689437474805305,0.6715356010982989,0.017901873707006133,0.31111139188812126,0.034479618343885944,0.2766317735442353,0.3397490451327978,0.06415142722288468,0.2755976179099131,-0.001034155634322187,0.4917078764541511,0.48770445206894464,0.0040034243852064555,0.5105706773919676,0.4887136818475938,0.021856995544373814,0.01785357115916736,0.2766317735442353,0.2755976179099131,-0.001034155634322187,0.0040034243852064555,0.021856995544373814,0.01785357115916736,1,"{'level_0': 3, 'level_1': 5, 'level_2': 5, 'level_3': 3, 'level_4': 1, 'level_5': 1}",2,0.043567543567543554,1.0,1.0,0.0,0.39826839826839827,0.3547008547008547,0.0,-0.09442446043165464
52,0,80,4,0.4875,0.575,0.08749999999999997,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.24868605475276068,0.20923209772925708,0.0394539570235036,0.24753824417784115,0.21077648026759105,0.0367617639102501,0.6635135435818642,0.5591433745366297,0.10437016904523455,0.6882224881948928,0.6144837105134859,0.07373877768140691,0.31237381921603136,0.033295824398203486,0.27907799481782786,0.3724202076070105,0.06848204183837858,0.3039381657686319,0.02486017095080406,0.4978717449696478,0.49286662922496327,0.005005115744684541,0.5516431859363358,0.4695118046516323,0.08213138128470349,0.07712626554001895,0.27907799481782786,0.3039381657686319,0.02486017095080406,0.005005115744684541,0.08213138128470349,0.07712626554001895,2,"{'level_0': 5, 'level_1': 10, 'level_2': 5, 'level_3': 2, 'level_4': 1}",2,0.036507936507936545,0.9262820512820513,0.9275,-0.0012179487179486692,0.29365079365079366,0.2571428571428571,-0.002142857142857113,0.00952380952380949
53,0,80,4,0.5,0.55,0.050000000000000044,0.5,0.75,0.25,0.5,0.5,0.5,1.0,0.0,0.5,0.24549434876852105,0.219432130114307,0.026062218654214042,0.2503327656368612,0.23842387800918893,0.011908887627672254,0.6518996111760966,0.5821747782508588,0.06972483292523779,0.6938126260674407,0.6699829713207277,0.023829654746712947,0.9664927059030866,0.6836585994661645,0.2828341064369221,0.9410368139449833,0.6448762191455837,0.2961605947993996,0.013326488362477518,0.5005965458100855,0.501210683635191,-0.000614137825105443,0.5037632173591711,0.4801403801064289,0.023622837252742168,0.02423697507784761,0.2828341064369221,0.2961605947993996,0.013326488362477518,-0.000614137825105443,0.023622837252742168,0.02423697507784761,1,"{'level_0': 3, 'level_1': 2, 'level_2': 4, 'level_3': 2, 'level_4': 1}",3,0.39999999999999997,1.0,1.0,0.0,0.6,0.2,0.0,
54,0,80,4,0.5125,0.5125,0.0,1.0,0.25,-0.75,1.0,1.0,0.5,0.0,-0.5,-1.0,0.24744631207527096,0.23710823203785622,0.010338080037414737,0.2380398747251084,0.25247974662692385,-0.014439871901815449,0.6923065753818327,0.6289094744924071,0.06339710088942563,0.6692174401786686,0.6981084477754136,-0.02889100759674501,0.3160520541095201,0.033885048137419105,0.282167005972101,0.32992412815305144,0.058043040438727975,0.27188108771432346,-0.010285918257777527,0.5167028742041299,0.4923939375392766,0.02430893666485323,0.5030676441634585,0.5078830438543614,-0.004815399690902944,-0.029124336355756175,0.282167005972101,0.27188108771432346,-0.010285918257777527,0.02430893666485323,-0.004815399690902944,-0.029124336355756175,1,"{'level_0': 2, 'level_1': 2, 'level_2': 4, 'level_3': 3, 'level_4': 1}",2,0.13086913086913088,1.0,1.0,0.0,0.6363636363636364,0.5054945054945055,0.0,-0.06181818181818177
55,0,80,4,0.4875,0.55,0.06250000000000006,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.24817404812211272,0.22409056051371118,0.024083487608401538,0.24346364149054933,0.22423134950323573,0.019232291987313604,0.6628065205434356,0.5993611917237557,0.0634453288196799,0.6800692245117246,0.641524950676015,0.038544273835709575,0.3135436258139879,0.03380930367525542,0.2797343221387325,0.35012961871883785,0.06503016150615963,0.2850994572126782,0.005365135073945704,0.5153677031709561,0.5020421960208946,0.013325507150061533,0.5244501561463628,0.47112578758863066,0.05332436855773215,0.039998861407670616,0.2797343221387325,0.2850994572126782,0.005365135073945704,0.013325507150061533,0.05332436855773215,0.039998861407670616,1,"{'level_0': 4, 'level_1': 5, 'level_2': 4, 'level_3': 1, 'level_4': 1}",2,0.23113207547169812,1.0,1.0,0.0,0.9811320754716981,0.75,0.0,-0.05714285714285716
56,0,80,4,0.4875,0.5375,0.04999999999999999,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.0,0.5,0.2506779428339268,0.217160840472149,0.033517102361777795,0.25286057020861813,0.2343259782284181,0.01853459198020002,0.6700480916519416,0.5749137614575981,0.09513433019434347,0.6988697312791351,0.6617582059430193,0.037111525336115836,0.30961970056799054,0.03154898150318854,0.278070719064802,0.3591624440722973,0.06204896866113997,0.29711347541115735,0.019042756346355327,0.5029770329591797,0.5085954603467713,-0.005618427387591551,0.5311019555899545,0.49864110133076506,0.03246085425918949,0.03807928164678104,0.278070719064802,0.29711347541115735,0.019042756346355327,-0.005618427387591551,0.03246085425918949,0.03807928164678104,1,"{'level_0': 3, 'level_1': 5, 'level_2': 6, 'level_3': 2}",1,0.014383226496950396,1.0,1.0,0.0,0.4499549143372408,0.4355716878402904,0.0,-0.03208594194649972
57,0,80,4,0.5,0.625,0.125,0.25,1.0,0.75,0.0,0.5,1.0,1.0,1.0,0.5,0.2506390889272219,0.2035053517058892,0.04713373722133271,0.251900890209117,0.2205176383813674,0.03138325182774959,0.6758142045164707,0.551499567138983,0.12431463737748771,0.6969490381303524,0.6340029068403154,0.06294613129003701,0.9656960102259756,0.6898515021134534,0.27584450811252226,0.9259878746832741,0.6156381691426562,0.3103497055406179,0.03450519742809566,0.4964657706457626,0.5002461991053346,-0.0037804284595720494,0.5094913086806315,0.4476721639020839,0.06181914477854761,0.06559957323811966,0.27584450811252226,0.3103497055406179,0.03450519742809566,-0.0037804284595720494,0.06181914477854761,0.06559957323811966,1,"{'level_0': 3, 'level_1': 6, 'level_2': 7, 'level_3': 6, 'level_4': 1}",1,0.021071800208116498,1.0,1.0,0.0,0.6097814776274714,0.5887096774193549,0.0,0.032426968039607096
58,0,80,4,0.5125,0.55,0.03750000000000009,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.24739375630300797,0.2201399338617626,0.027253822441245384,0.24366008337885797,0.23789700863513183,0.005763074743726143,0.6629478033761017,0.5863181658929583,0.07662963748314344,0.680466280959047,0.6689291785647515,0.011537102394295506,0.9679156944565543,0.6853971306477732,0.28251856380878115,0.9317510821048913,0.6450748556905209,0.2866762264143704,0.004157662605589252,0.50481875179411,0.4920442030078906,0.012774548786219364,0.50712155757137,0.48248743065380717,0.024634126917562837,0.011859578131343473,0.28251856380878115,0.2866762264143704,0.004157662605589252,0.012774548786219364,0.024634126917562837,0.011859578131343473,1,"{'level_0': 2, 'level_1': 3, 'level_2': 4, 'level_3': 1}",2,0.10977910977910976,1.0,1.0,0.0,0.6262626262626263,0.5164835164835165,0.0,-0.03664658634538154
59,0,80,4,0.5,0.5375,0.03749999999999998,0.25,1.0,0.75,0.5,0.0,1.0,1.0,0.5,1.0,0.2516829328458168,0.22605193723376837,0.0256309956120484,0.25024535239324774,0.22875871660655483,0.02148663578669291,0.696190558079095,0.6041501870815914,0.09204037099750362,0.6936376186877184,0.650631707462579,0.043005911225139415,0.9656573119593677,0.6907233370825102,0.27493397487685745,0.93476331451234,0.6526831694633229,0.282080145049017,0.007146170172159572,0.5036065055767869,0.5040462116535843,-0.00043970607679744145,0.5277155629475726,0.48420887751727015,0.04350668543030245,0.04394639150709989,0.27493397487685745,0.282080145049017,0.007146170172159572,-0.00043970607679744145,0.04350668543030245,0.04394639150709989,1,"{'level_0': 3, 'level_1': 4, 'level_2': 5, 'level_3': 3, 'level_4': 1}",1,0.024382079112777455,1.0,1.0,0.0,0.7227626459143969,0.6983805668016194,0.0,-0.023142334503386652
60,0,80,4,0.5,0.5875,0.08750000000000002,0.25,1.0,0.75,0.5,0.0,1.0,1.0,0.5,1.0,0.24355941542683449,0.21389129607219598,0.029668119354638506,0.24988624691517672,0.22397325208421842,0.025912994830958297,0.6461019910167833,0.5727720101025392,0.07332998091424414,0.6929192874768701,0.641009269392661,0.05191001808420914,0.9671776854744298,0.6814283603098673,0.28574932516456253,0.9357279608412812,0.634401877513046,0.3013260833282352,0.015576758163672655,0.5038211213317492,0.5035334219424126,0.0002876993893365931,0.5169525605094446,0.46303960109059095,0.053912959418853657,0.05362526002951706,0.28574932516456253,0.3013260833282352,0.015576758163672655,0.0002876993893365931,0.053912959418853657,0.05362526002951706,2,"{'level_0': 4, 'level_1': 5, 'level_2': 6, 'level_3': 4, 'level_4': 1}",0,0.0,0.6544871794871795,0.6125,0.04198717948717945,1.0,1.0,0.034603174603174525,0.0
61,0,80,4,0.5,0.5625,0.0625,0.25,1.0,0.75,0.0,0.5,1.0,1.0,1.0,0.5,0.25185829586832387,0.2113582087217149,0.040500087146608965,0.2535759840668458,0.21363631327008503,0.03993967079676075,0.6810834874365205,0.5652651473458661,0.11581834009065439,0.7002995741236383,0.6201940525313763,0.08010552159226203,0.30852773654900445,0.03258502640378762,0.2759427101452168,0.36970537857939306,0.06407747100757594,0.3056279075718171,0.029685197426600307,0.4943048644106004,0.501412992682483,-0.007108128271882563,0.5550211579524695,0.47871492061540916,0.07630623733706038,0.08341436560894294,0.2759427101452168,0.3056279075718171,0.029685197426600307,-0.007108128271882563,0.07630623733706038,0.08341436560894294,1,"{'level_0': 7, 'level_1': 10, 'level_2': 7, 'level_3': 1}",0,0.005769230769230749,1.0,1.0,0.0,0.9057692307692308,0.9,0.0,0.003055555555555589
62,0,80,4,0.4875,0.5125,0.024999999999999967,0.5,0.75,0.25,0.5,0.5,1.0,0.5,0.5,0.0,0.24737030095507703,0.2258516871857268,0.021518613769350242,0.2504575526638718,0.24687343677138618,0.0035841158924856398,0.6643862995494961,0.5991987410215682,0.0651875585279279,0.6940623862476771,0.6868930720083686,0.007169314239308555,0.314480220186248,0.034585211213016345,0.27989500897323166,0.346425423045019,0.06164869695254309,0.2847767260924759,0.004881717119244233,0.5006917116304442,0.5015865436613822,-0.0008948320309379865,0.5091567866110743,0.5027367426564855,0.006420043954588839,0.007314875985526825,0.27989500897323166,0.2847767260924759,0.004881717119244233,-0.0008948320309379865,0.006420043954588839,0.007314875985526825,1,"{'level_0': 2, 'level_1': 5, 'level_2': 3, 'level_3': 2}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
63,0,80,4,0.4875,0.5125,0.024999999999999967,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.24985436079551468,0.23015917230881353,0.019695188486701154,0.2522498482515396,0.2329928692173563,0.01925697903418333,0.670076898491828,0.6103772525598773,0.05969964593195076,0.6976470918299946,0.65911270295093,0.038534388879064574,0.31089616521869956,0.03394696331252922,0.27694920190617034,0.33968187891885837,0.06089477437038702,0.27878710454847133,0.0018379026423009925,0.5005293214891307,0.5050013871790544,-0.004472065689923754,0.5104508110894321,0.4757345035782302,0.034716307511201916,0.03918837320112567,0.27694920190617034,0.27878710454847133,0.0018379026423009925,-0.004472065689923754,0.034716307511201916,0.03918837320112567,1,"{'level_0': 4, 'level_1': 3, 'level_2': 2, 'level_3': 1}",1,0.002624102154828334,1.0,1.0,0.0,0.9351955307262569,0.9325714285714286,0.0,0.0026857486289535437
64,0,80,4,0.5,0.5625,0.0625,0.25,1.0,0.75,0.5,0.0,1.0,1.0,0.5,1.0,0.24952546223101674,0.19312436258033222,0.056401099650684516,0.2519688813917085,0.22327167422165106,0.028697207170057415,0.6713655972827264,0.5161601681757053,0.15520542910702106,0.6970851605382781,0.639614700164078,0.057470460374200116,0.9673413391095489,0.688233389029515,0.27910795008003386,0.9320638239030853,0.6077951648484156,0.32426865905466973,0.045160708974635866,0.5009328529285519,0.5048350248126698,-0.0039021718841179,0.5324150766452126,0.47723205602689717,0.055183020618315426,0.059085192502433326,0.27910795008003386,0.32426865905466973,0.045160708974635866,-0.0039021718841179,0.055183020618315426,0.059085192502433326,1,"{'level_0': 6, 'level_1': 7, 'level_2': 4, 'level_3': 2}",1,0.050621268820508325,1.0,1.0,0.0,0.6797331109257715,0.6291118421052632,0.0,0.003034259862196853
65,0,80,4,0.5,0.5125,0.012499999999999956,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25061097378919966,0.23539283514942796,0.0152181386397717,0.25092331758643777,0.23895705879736379,0.01196625878907398,0.6745663764650466,0.6280626350184184,0.046503741446628166,0.6949939148061155,0.6710252635568332,0.02396865124928227,0.9659239319019186,0.6897015711271807,0.27622236077473794,0.9369783421609675,0.6676171919483374,0.2693611502126302,-0.006861210562107756,0.5063524219545713,0.5080668666489117,-0.0017144446943403446,0.5305708709430929,0.5074875970380535,0.023083273905039392,0.024797718599379737,0.27622236077473794,0.2693611502126302,-0.006861210562107756,-0.0017144446943403446,0.023083273905039392,0.024797718599379737,1,"{'level_0': 3, 'level_1': 5, 'level_2': 4, 'level_3': 1}",1,0.015653107799704635,1.0,1.0,0.0,0.9130890052356021,0.8974358974358975,0.0,0.016297324328272578
66,0,80,4,0.525,0.525,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2485745000593104,0.23025872724681157,0.018315772812498826,0.24378465382851436,0.23767197153934022,0.006112682289174137,0.6822360769007638,0.61278714573532,0.06944893116544382,0.6807149621182552,0.668484887706079,0.012230074412176273,0.9659361381971913,0.6854868419210913,0.28044929627609994,0.939434066236594,0.6597439161202727,0.27969015011632126,-0.0007591461597786786,0.5020812694383974,0.4895355837469584,0.01254568569143899,0.5144314856483029,0.48943788006311895,0.02499360558518393,0.012447919893744941,0.28044929627609994,0.27969015011632126,-0.0007591461597786786,0.01254568569143899,0.02499360558518393,0.012447919893744941,2,"{'level_0': 2, 'level_1': 4, 'level_2': 3, 'level_3': 2}",1,0.0004390147462436378,0.9512820512820512,0.95,0.0012820512820512775,0.887263339070568,0.8868243243243243,-0.0007142857142857784,-0.01622971285892627
67,0,80,4,0.5,0.525,0.025000000000000022,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.2506025902498997,0.22457551003339296,0.026027080216506765,0.25287461286738067,0.22700104604822943,0.025873566819151234,0.6752023695873685,0.5955828262200542,0.07961954336731425,0.698897599329683,0.6470686776387956,0.051828921690887375,0.3101068994162658,0.03305230829386534,0.27705459112240044,0.3483916548134232,0.06387919183579562,0.2845124629776276,0.007457871855227172,0.49032484362046036,0.4959607415391096,-0.005635897918649213,0.5127452096415477,0.4651760139900725,0.04756919565147516,0.05320509357012437,0.27705459112240044,0.2845124629776276,0.007457871855227172,-0.005635897918649213,0.04756919565147516,0.05320509357012437,1,"{'level_0': 2, 'level_1': 3, 'level_2': 3, 'level_3': 3, 'level_4': 1, 'level_5': 1}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
68,0,80,4,0.4875,0.5125,0.024999999999999967,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.2448682162849199,0.2281268467495508,0.01674136953536909,0.24373206893583876,0.23233367678572922,0.011398392150109543,0.6574460663212337,0.6072306624918664,0.05021540382936729,0.6806071806884377,0.657796279235004,0.022810901453433674,0.31811782261366073,0.0338530600645722,0.2842647625490885,0.3434820179516976,0.060859309977702794,0.2826227079739948,-0.0016420545750936988,0.5143627205291758,0.5016122632961693,0.012750457233006496,0.5213276287714468,0.485303428231063,0.0360242005403838,0.023273743307377304,0.2842647625490885,0.2826227079739948,-0.0016420545750936988,0.012750457233006496,0.0360242005403838,0.023273743307377304,1,"{'level_0': 5, 'level_1': 6, 'level_2': 7, 'level_3': 6, 'level_4': 1}",3,0.375,1.0,1.0,0.0,0.375,0.0,0.0,0.3076923076923077
69,0,80,4,0.5,0.5375,0.03749999999999998,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.25068792504866433,0.2095603305387594,0.04112759450990494,0.25110824512673763,0.2192842342395347,0.031824010887202936,0.7027820845407753,0.5599336943825831,0.14284839015819217,0.6953641109243772,0.6316129993102677,0.06375111161410951,0.3108962196245818,0.034114155178408025,0.27678206444617376,0.370990674096867,0.06958996735090865,0.3014007067459583,0.024618642299784554,0.5053670314721646,0.5074898656125035,-0.0021228341403389805,0.536340991390027,0.4727219145580833,0.06361907683194368,0.06574191097228266,0.27678206444617376,0.3014007067459583,0.024618642299784554,-0.0021228341403389805,0.06361907683194368,0.06574191097228266,1,"{'level_0': 4, 'level_1': 5, 'level_2': 5, 'level_3': 4, 'level_4': 1, 'level_5': 1}",2,0.07870370370370372,1.0,1.0,0.0,0.7643097643097643,0.6856060606060606,0.0,-0.006688524590163891
70,0,80,4,0.4875,0.5875,0.10000000000000003,0.25,1.0,0.75,0.5,0.0,1.0,1.0,0.5,1.0,0.252924643230121,0.2177923964476879,0.03513224678243307,0.2522279049790608,0.21878820395041693,0.03343970102864385,0.6885926020799296,0.5816018457095511,0.10699075637037847,0.697603381248203,0.6306132178510855,0.0669901633971175,0.30733126445772063,0.03216135920330572,0.2751699052544149,0.36087849219063084,0.06241067076012646,0.2984678214305044,0.02329791617608945,0.49758443679490516,0.5019931000185844,-0.004408663223679277,0.540970611125459,0.47624495056181504,0.06472566056364393,0.0691343237873232,0.2751699052544149,0.2984678214305044,0.02329791617608945,-0.004408663223679277,0.06472566056364393,0.0691343237873232,1,"{'level_0': 4, 'level_1': 7, 'level_2': 5, 'level_3': 3, 'level_4': 1}",1,0.0009794553272814976,1.0,1.0,0.0,0.5108695652173914,0.5098901098901099,0.0,0.0073579969103556575
71,0,80,4,0.4875,0.5125,0.024999999999999967,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.25396312272910393,0.2261988237861746,0.02776429894292934,0.2480612840496043,0.23412287961973166,0.013938404429872653,0.7145583272932148,0.597070869758219,0.11748745753499579,0.6892652598112772,0.6613699371901487,0.027895322621128482,0.3064305338788566,0.03199809484281736,0.27443243903603926,0.3445189316031615,0.06571149104989489,0.2788074405532666,0.0043750015172273615,0.5102094882926408,0.5060236820181938,0.004185806274446979,0.5225546450100157,0.49010056416508835,0.03245408084492735,0.028268274570480367,0.27443243903603926,0.2788074405532666,0.0043750015172273615,0.004185806274446979,0.03245408084492735,0.028268274570480367,1,"{'level_0': 3, 'level_1': 7, 'level_2': 5, 'level_3': 2}",3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
72,0,80,4,0.5,0.525,0.025000000000000022,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.2494210977611276,0.22751176517405539,0.021909332587072228,0.25010184892651044,0.2370079471258003,0.013093901800710128,0.6846301504976096,0.6043797497566006,0.08025040074100898,0.6933508399382575,0.6671553682566778,0.026195471681579763,0.9664593507575902,0.6885498999973312,0.27790945076025897,0.9347969940427665,0.6563117446852551,0.2784852493575114,0.0005757985972524304,0.5049823008952773,0.5051311365988876,-0.00014883570361035048,0.5149779899542929,0.4886143571996491,0.026363632754643818,0.026512468458254168,0.27790945076025897,0.2784852493575114,0.0005757985972524304,-0.00014883570361035048,0.026363632754643818,0.026512468458254168,1,"{'level_0': 2, 'level_1': 3, 'level_2': 5, 'level_3': 1, 'level_4': 1}",2,0.09633278598795836,1.0,1.0,0.0,0.7471264367816092,0.6507936507936508,0.0,-0.0570047079781143
73,0,80,4,0.4875,0.5,0.012500000000000011,0.25,1.0,0.75,0.0,0.5,1.0,1.0,1.0,0.5,0.2524475301709862,0.2349514272405234,0.017496102930462804,0.253050416112912,0.23173167747331505,0.021318738639596962,0.6864562001773047,0.6268277262191596,0.05962847395814508,0.6992485494151193,0.6565811217116126,0.04266742770350662,0.30788612121559256,0.03389999766777406,0.2739861235478185,0.33441004514538386,0.06217347528166123,0.27223656986372263,-0.0017495536840958503,0.49296713087508076,0.4989879557103607,-0.0060208248352799365,0.5110260514346119,0.47362539700333944,0.03740065443127244,0.043421479266552376,0.2739861235478185,0.27223656986372263,-0.0017495536840958503,-0.0060208248352799365,0.03740065443127244,0.043421479266552376,1,"{'level_0': 4, 'level_1': 5, 'level_2': 6, 'level_3': 5, 'level_4': 2}",3,0.2,1.0,1.0,0.0,0.2,0.0,0.0,-0.15384615384615385
74,0,80,4,0.5,0.5125,0.012499999999999956,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.25131647315709377,0.22907138919630182,0.022245083960791945,0.25058638505714126,0.23253407846118948,0.018052306595951778,0.7014803997526272,0.6075540766748309,0.09392632307779636,0.6943202163237161,0.6581962954681939,0.036123920855522185,0.9667743295973473,0.6905422071902787,0.2762321224070686,0.9359552669663559,0.6587605991604014,0.2771946678059545,0.0009625453988858501,0.49293922002352397,0.49400984171814444,-0.001070621694620466,0.5127364200383717,0.47710062849310997,0.03563579154526175,0.03670641323988222,0.2762321224070686,0.2771946678059545,0.0009625453988858501,-0.001070621694620466,0.03563579154526175,0.03670641323988222,1,"{'level_0': 1, 'level_1': 3, 'level_2': 4, 'level_3': 3}",1,0.04309465750387942,1.0,1.0,0.0,0.8482228626320846,0.8051282051282052,0.0,-0.018014835747085844
75,0,80,4,0.5,0.625,0.125,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.24784878722681092,0.20516610344401848,0.04268268378279244,0.2500786209520377,0.20252776890477245,0.04755085204726525,0.6612417089648709,0.5505700424126575,0.11067166655221339,0.6933043678681305,0.5978519281960556,0.09545243967207495,0.9667485174607144,0.6865282628586669,0.2802202546020476,0.9368164152299905,0.6193655634903535,0.31745085173963694,0.03723059713758936,0.4939413719963024,0.4940226882639878,-8.131626768542732e-05,0.5435560282812153,0.4433792396643046,0.1001767886169107,0.10025810488459613,0.2802202546020476,0.31745085173963694,0.03723059713758936,-8.131626768542732e-05,0.1001767886169107,0.10025810488459613,1,"{'level_0': 3, 'level_1': 2, 'level_2': 2, 'level_3': 1, 'level_4': 1}",1,0.01679668283083846,1.0,1.0,0.0,0.8130929791271347,0.7962962962962963,0.0,-0.020559137634403646
76,0,80,4,0.5,0.5625,0.0625,0.25,1.0,0.75,0.0,0.5,1.0,1.0,1.0,0.5,0.25147824743495584,0.21191608506568613,0.03956216236926971,0.2501798661657918,0.21961314589766684,0.03056672026812496,0.683755507669631,0.5678968073827708,0.11585870028686018,0.6935068634013557,0.6322729280281666,0.06123393537318911,0.30955713099339655,0.0330019957343005,0.27655513525909603,0.3690904198986362,0.06428868266696733,0.3048017372316689,0.028246601972572893,0.4993390475612246,0.49965925212240403,-0.00032020456117942686,0.5341976830425418,0.4712607921263551,0.0629368909161867,0.06325709547736613,0.27655513525909603,0.3048017372316689,0.028246601972572893,-0.00032020456117942686,0.0629368909161867,0.06325709547736613,2,"{'level_0': 5, 'level_1': 9, 'level_2': 8, 'level_3': 3}",2,0.06812169312169311,0.975,0.975,0.0,0.2824074074074074,0.21428571428571427,0.0,0.07777777777777778
77,0,80,4,0.4875,0.4875,0.0,0.25,1.0,0.75,0.5,0.0,1.0,1.0,0.5,1.0,0.2520538165683813,0.23099545085460543,0.02105836571377584,0.25286123121703286,0.23333377516740791,0.01952745604962494,0.6875840479002355,0.6133278176489677,0.07425623025126782,0.6988704883444169,0.6597779431433546,0.03909254520106231,0.3085633282645755,0.03318301810376028,0.2753803101608152,0.3386645509544097,0.06370406289953287,0.27496048805487683,-0.0004198221059383833,0.5043702368270904,0.5099525375023544,-0.005582300675263996,0.5305839351531695,0.4962893932440726,0.034294541909096865,0.03987684258436086,0.2753803101608152,0.27496048805487683,-0.0004198221059383833,-0.005582300675263996,0.034294541909096865,0.03987684258436086,1,"{'level_0': 2, 'level_1': 4, 'level_2': 1, 'level_3': 1}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
