seed,rewarded_shape,n_train,n_first_heldout,flat_train_acc,hier_train_acc,adv_train_acc,flat_first_heldout_acc,hier_first_heldout_acc,adv_first_heldout_acc,flat_heldout_shape0_acc,flat_heldout_shape1_acc,hier_heldout_shape0_acc,hier_heldout_shape1_acc,adv_heldout_shape0_acc,adv_heldout_shape1_acc,flat_train_brier,hier_train_brier,adv_train_brier_reduction,flat_heldout_brier,hier_heldout_brier,adv_heldout_brier_reduction,flat_train_logloss,hier_train_logloss,adv_train_logloss_reduction,flat_heldout_logloss,hier_heldout_logloss,adv_heldout_logloss_reduction,flat_train_shape0_mean_prob,flat_train_shape1_mean_prob,flat_train_shape_contrast,hier_train_shape0_mean_prob,hier_train_shape1_mean_prob,hier_train_shape_contrast,adv_train_shape_contrast,flat_heldout_shape0_mean_prob,flat_heldout_shape1_mean_prob,flat_heldout_shape_contrast,hier_heldout_shape0_mean_prob,hier_heldout_shape1_mean_prob,hier_heldout_shape_contrast,adv_heldout_shape_contrast,flat_train_signed_contrast,hier_train_signed_contrast,adv_train_signed_contrast,flat_heldout_signed_contrast,hier_heldout_signed_contrast,adv_heldout_signed_contrast,flat_n_clusters,hier_nodes_by_level,hier_best_shape_level,hier_best_shape_separation,flat_shape_same_node,flat_shape_diff_node,flat_shape_separation,hier_shape_same_node,hier_shape_diff_node,flat_color_separation,hier_color_separation_at_shape_level
20,0,80,4,0.5,0.525,0.025000000000000022,1.0,0.75,-0.25,1.0,1.0,1.0,0.5,0.0,-0.5,0.24507571219200325,0.22419952050112749,0.02087619169087576,0.23909254498920712,0.24223906820965435,-0.003146523220447228,0.652784388347138,0.5923036469469769,0.06048074140016113,0.6713199840279829,0.6776186971966516,-0.0062987131686687015,0.31781602446192503,0.033393299394122035,0.284422725067803,0.34815105512266864,0.06317288244812791,0.28497817267454073,0.0005554476067377578,0.5150311089578921,0.4928093415226068,0.022221767435285256,0.514342835331656,0.49855917327368354,0.015783662057972492,-0.006438105377312764,0.284422725067803,0.28497817267454073,0.0005554476067377578,0.022221767435285256,0.015783662057972492,-0.006438105377312764,1,"{'level_0': 4, 'level_1': 6, 'level_2': 5, 'level_3': 1}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
21,0,80,4,0.4875,0.5625,0.07500000000000001,0.25,0.75,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.25187712386708067,0.2219372956848531,0.029939828182227568,0.2535354074401784,0.22021807631099757,0.03331733112918081,0.6781135701218487,0.5956470184453952,0.08246655167645345,0.7002191855017937,0.633382856120474,0.06683632938131978,0.3080620162288107,0.03264421709000194,0.27541779913880876,0.35494203199145274,0.06299271996282585,0.2919493120286269,0.016531512889818134,0.5020042478274974,0.5089669496030854,-0.006962701775587998,0.5512353651931264,0.4883927540011661,0.06284261119196033,0.06980531296754833,0.27541779913880876,0.2919493120286269,0.016531512889818134,-0.006962701775587998,0.06284261119196033,0.06980531296754833,1,"{'level_0': 4, 'level_1': 5, 'level_2': 5, 'level_3': 3}",3,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,-0.3076923076923077
22,0,80,4,0.5,0.5125,0.012499999999999956,0.5,0.75,0.25,0.5,0.5,1.0,0.5,0.5,0.0,0.2514462971053247,0.23194704345181538,0.019499253653509296,0.2493828015608125,0.24405896660789284,0.005323834952919659,0.6819411108772047,0.613286782389958,0.06865432848724662,0.6919127239472598,0.681263598018595,0.010649125928664738,0.9676379013341811,0.6908219559709823,0.27681594536319887,0.938054250140276,0.6636752653945284,0.2743789847457476,-0.002436960617451245,0.5018299031210425,0.5005261439587422,0.0013037591623002998,0.5068082190553531,0.49480933600886434,0.011998883046488773,0.010695123884188473,0.27681594536319887,0.2743789847457476,-0.002436960617451245,0.0013037591623002998,0.011998883046488773,0.010695123884188473,1,"{'level_0': 2, 'level_1': 4, 'level_2': 5, 'level_3': 1}",1,0.003453898139542222,1.0,1.0,0.0,0.9396887159533074,0.9362348178137652,0.0,0.006468041762159427
23,0,80,4,0.5,0.5125,0.012499999999999956,0.75,0.75,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.25133271843629845,0.22709192094669084,0.024240797489607613,0.24915812323835174,0.24071287017182408,0.008445253066527658,0.6832180073350467,0.5992071217810888,0.08401088555395786,0.6914634246342413,0.6745587687742748,0.016904655859966478,0.9679211560376789,0.6903956619665144,0.27752549407116456,0.9376692864517958,0.6567475316018304,0.2809217548499654,0.0033962607788008414,0.5041620548281311,0.5024466976012156,0.0017153572269155148,0.5178486946199364,0.498852633633398,0.018996060986538443,0.01728070375962293,0.27752549407116456,0.2809217548499654,0.0033962607788008414,0.0017153572269155148,0.018996060986538443,0.01728070375962293,1,"{'level_0': 3, 'level_1': 7, 'level_2': 7, 'level_3': 3}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
24,0,80,4,0.4875,0.5,0.012500000000000011,0.25,1.0,0.75,0.0,0.5,1.0,1.0,1.0,0.5,0.25327459733077917,0.23012189875398964,0.023152698576789532,0.2520399246853725,0.23710923952113175,0.014930685164240759,0.6966300670430648,0.6199644838805578,0.07666558316250704,0.6972271591033267,0.6673562889255149,0.02987087017781176,0.3068679803007995,0.032403580884165284,0.2744643994166342,0.34228355501586644,0.06417237788248915,0.2781111771333773,0.0036467777167430993,0.4952591832561364,0.49931016476030793,-0.004050981504171547,0.5181872415038415,0.49198249005372807,0.026204751450113473,0.03025573295428502,0.2744643994166342,0.2781111771333773,0.0036467777167430993,-0.004050981504171547,0.026204751450113473,0.03025573295428502,1,"{'level_0': 3, 'level_1': 5, 'level_2': 5, 'level_3': 2}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
25,0,80,4,0.4875,0.5125,0.024999999999999967,0.75,1.0,0.25,1.0,0.5,1.0,1.0,0.0,0.5,0.24681086657588053,0.22845146751115256,0.01835939906472797,0.2459061191491624,0.23652584566008136,0.009380273489081048,0.6623544763445729,0.6081693834328198,0.05418509291175311,0.6849575400683013,0.6661903012955748,0.01876723877272657,0.3158412812022387,0.03285927362051173,0.282982007581727,0.34336655228415386,0.06974871361190058,0.2736178386722533,-0.009364168909473669,0.5072213425139651,0.49881699691259246,0.008404345601372654,0.5109788195136551,0.4836194915151816,0.027359327998473515,0.01895498239710086,0.282982007581727,0.2736178386722533,-0.009364168909473669,0.008404345601372654,0.027359327998473515,0.01895498239710086,2,"{'level_0': 5, 'level_1': 6, 'level_2': 7, 'level_3': 4}",1,0.04115221579070294,0.9076923076923077,0.9,0.007692307692307665,0.7785527462946817,0.7374005305039788,-0.004285714285714226,0.030854594186958684
26,0,80,4,0.4875,0.5,0.012500000000000011,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.0,0.5,0.2516079172125505,0.22981970605180013,0.02178821116075036,0.2516912685501235,0.24044605824277182,0.011245210307351705,0.6798220203921744,0.6108957467746107,0.06892627361756376,0.6965306876119577,0.6740285920235233,0.022502095588434412,0.3090370003165561,0.03450239372579202,0.2745346065907641,0.3410407969933877,0.06198785756820323,0.27905293942518444,0.004518332834420324,0.5042244497166256,0.5074983975808187,-0.0032739478641931052,0.5159199645389226,0.49643183902506216,0.019488125513860477,0.022762073378053582,0.2745346065907641,0.27905293942518444,0.004518332834420324,-0.0032739478641931052,0.019488125513860477,0.022762073378053582,1,"{'level_0': 4, 'level_1': 4, 'level_2': 2, 'level_3': 1}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
27,0,80,4,0.4875,0.5375,0.04999999999999999,0.75,1.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.25210725829582736,0.21723623920484547,0.03487101909098189,0.24937616542739166,0.21482526907365734,0.03455089635373432,0.6999561261693003,0.5792205669690029,0.12073555920029733,0.6919002421704848,0.6226246741924124,0.06927556797807244,0.308477370526577,0.03266963811079015,0.2758077324157868,0.35947083008407815,0.06723193487816354,0.2922388952059146,0.016431162790127796,0.4954616304976025,0.49407174681080074,0.0013898836868017628,0.5285642090134964,0.4551797415027632,0.07338446751073324,0.07199458382393148,0.2758077324157868,0.2922388952059146,0.016431162790127796,0.0013898836868017628,0.07338446751073324,0.07199458382393148,2,"{'level_0': 3, 'level_1': 4, 'level_2': 3, 'level_3': 4}",2,0.15336728919071874,0.975,0.975,0.0,0.6182795698924731,0.4649122807017544,0.0,-0.04892672982371993
28,0,80,4,0.4875,0.5,0.012500000000000011,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.24839222037669537,0.2308424141854844,0.017549806191210965,0.25321914415940394,0.23986052020039986,0.013358623959004085,0.6576365956257572,0.612478274530661,0.04515832109509621,0.6995856516266666,0.6728622766060153,0.026723375020651363,0.31221414383021634,0.03312936456474014,0.2790847792654762,0.3389139603576553,0.06693241322359882,0.2719815471340565,-0.007103232131419723,0.49869431789167473,0.5051046837383377,-0.006410365846662991,0.5091850729295774,0.48862406496182453,0.020561007967752842,0.026971373814415833,0.2790847792654762,0.2719815471340565,-0.007103232131419723,-0.006410365846662991,0.020561007967752842,0.026971373814415833,1,"{'level_0': 4, 'level_1': 5, 'level_2': 3, 'level_3': 3, 'level_4': 1}",1,0.021520288761668005,1.0,1.0,0.0,0.8381226053639846,0.8166023166023166,0.0,-0.012997756813083683
29,0,80,4,0.5,0.5125,0.012499999999999956,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.25060074009602207,0.23297772527805063,0.017623014817971433,0.2515067280028522,0.23847528954220013,0.01303143846065205,0.7008417207428936,0.6158611807977729,0.08498053994512078,0.6961607190728892,0.6700816806086689,0.026079038464220328,0.9654276983563982,0.6896311555307306,0.27579654282566757,0.9404628684996277,0.6650270228969782,0.27543584560264944,-0.0003606972230181249,0.496247670241699,0.4992454289843655,-0.002997758742666501,0.513492488517169,0.4899210548003547,0.023571433716814305,0.026569192459480806,0.27579654282566757,0.27543584560264944,-0.0003606972230181249,-0.002997758742666501,0.023571433716814305,0.026569192459480806,1,"{'level_0': 2, 'level_1': 3, 'level_2': 2, 'level_3': 3, 'level_4': 2}",3,0.047619047619047616,1.0,1.0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.1923076923076923
30,0,80,4,0.5,0.5875,0.08750000000000002,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.24901774878994926,0.20920609249157557,0.03981165629837369,0.25086900212620644,0.20985198662511167,0.04101701550109477,0.6772115346217312,0.5616838223932967,0.1155277122284345,0.6948853312871082,0.6126020952734225,0.0822832360136857,0.9659027805150544,0.687952256614569,0.27795052390048536,0.9337167589177631,0.6260200242580037,0.30769673465975933,0.029746210759273972,0.5029040329380179,0.5046084424710129,-0.0017044095329949993,0.5344760993676558,0.4501591912891158,0.08431690807854003,0.08602131761153503,0.27795052390048536,0.30769673465975933,0.029746210759273972,-0.0017044095329949993,0.08431690807854003,0.08602131761153503,1,"{'level_0': 3, 'level_1': 7, 'level_2': 5, 'level_3': 3}",0,0.0,1.0,1.0,0.0,0.975,0.975,0.0,0.0
31,0,80,4,0.5,0.55,0.050000000000000044,0.75,0.75,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.2532753434417794,0.23065945259724013,0.022615890844539244,0.24735251233107508,0.23847006108152183,0.008882451249553253,0.6921439357537024,0.6194685773932462,0.07267535836045613,0.6878517543940967,0.6700680530740595,0.01778370132003726,0.966964727871456,0.6929735279739738,0.2739911998974822,0.9354241013874459,0.6586701625656086,0.2767539388218373,0.0027627389243550793,0.5018172396238932,0.49646009442270195,0.0053571452011912934,0.5011340843079072,0.47742621198451374,0.023707872323393442,0.01835072712220215,0.2739911998974822,0.2767539388218373,0.0027627389243550793,0.0053571452011912934,0.023707872323393442,0.01835072712220215,1,"{'level_0': 3, 'level_1': 5, 'level_2': 4, 'level_3': 4}",3,0.6,1.0,1.0,0.0,0.6,0.0,0.0,0.75
32,0,80,4,0.5,0.5375,0.03749999999999998,0.75,0.75,0.0,0.5,1.0,1.0,0.5,0.5,-0.5,0.23848602610216965,0.2251689670305561,0.01331705907161354,0.24348534388623927,0.24378544763764115,-0.00030010375140188117,0.62995861803986,0.6016745012544036,0.028284116785456392,0.6801150428692081,0.6807136233120377,-0.000598580442829566,0.32646417134582045,0.0348213905000576,0.29164278084576284,0.34871808141564903,0.058654928666976136,0.2900631527486729,-0.0015796280970899468,0.5020784300330106,0.48888325639057517,0.013195173642435387,0.5146131072809843,0.501953220119608,0.012659887161376338,-0.0005352864810590496,0.29164278084576284,0.2900631527486729,-0.0015796280970899468,0.013195173642435387,0.012659887161376338,-0.0005352864810590496,2,"{'level_0': 2, 'level_1': 4, 'level_2': 2, 'level_3': 2}",1,0.0015212136367425133,0.8878205128205128,0.875,0.012820512820512775,0.9737434358589647,0.9722222222222222,-0.0071428571428571175,-0.002689426501289449
33,0,80,4,0.5,0.5125,0.012499999999999956,1.0,0.5,-0.5,1.0,1.0,1.0,0.0,0.0,-1.0,0.24804383514724568,0.23266742133530488,0.015376413811940798,0.24322710908064576,0.24110726146818037,0.002119847612465392,0.681053740800899,0.6131058925251066,0.06794784827579237,0.6795998321945886,0.6753479810638414,0.0042518511307472195,0.9671017109527842,0.685214249385548,0.2818874615672362,0.9397182742476339,0.6651039076705201,0.2746143665771138,-0.0072730949901224085,0.5100348356728954,0.49636977354746237,0.013665062125433058,0.5216255935917985,0.5033524533524152,0.018273140239383312,0.004608078113950254,0.2818874615672362,0.2746143665771138,-0.0072730949901224085,0.013665062125433058,0.018273140239383312,0.004608078113950254,1,"{'level_0': 6, 'level_1': 8, 'level_2': 6, 'level_3': 4}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
34,0,80,4,0.5,0.525,0.025000000000000022,0.5,0.75,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.25033557911336585,0.23595259977885946,0.014382979334506385,0.24783390073122832,0.24081427562758506,0.007019625103643262,0.6824260761677471,0.627477834040744,0.05494824212700311,0.688812589243128,0.6747707089947832,0.014041880248344851,0.9662921823229098,0.6888876875449619,0.27740449477794793,0.9422541189203685,0.6682967418383694,0.2739573770819991,-0.0034471176959488536,0.4901842537306638,0.4855398279387011,0.004644425791962725,0.5035296621603758,0.48489444700978157,0.018635215150594187,0.013990789358631461,0.27740449477794793,0.2739573770819991,-0.0034471176959488536,0.004644425791962725,0.018635215150594187,0.013990789358631461,1,"{'level_0': 3, 'level_1': 4, 'level_2': 3, 'level_3': 2, 'level_4': 1}",3,0.13333333333333336,1.0,1.0,0.0,0.4666666666666667,0.3333333333333333,0.0,0.631578947368421
35,0,80,4,0.5,0.5375,0.03749999999999998,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.24920567203222058,0.22609117365669276,0.023114498375527814,0.24687733303225123,0.22266443624153948,0.024212896790711758,0.6738921161913736,0.6035552099963468,0.07033690619502675,0.6868991627012199,0.6384128315876355,0.04848633111358436,0.9655397833664981,0.6875017707171954,0.2780380126493027,0.9413815262154017,0.6528949337235389,0.2884865924918628,0.01044857984256009,0.5122829899509985,0.5058406184296019,0.006442371521396595,0.5281993867379831,0.47188384443382947,0.05631554230415359,0.04987317078275699,0.2780380126493027,0.2884865924918628,0.01044857984256009,0.006442371521396595,0.05631554230415359,0.04987317078275699,2,"{'level_0': 4, 'level_1': 6, 'level_2': 6, 'level_3': 5, 'level_4': 1}",1,0.004410725080171707,0.9262820512820513,0.9275,-0.0012179487179486692,0.6766595289079229,0.6722488038277512,-0.002142857142857113,-0.021917567062033738
36,0,80,4,0.5,0.5625,0.0625,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.2517047327181256,0.20251947986139288,0.049185252856732725,0.25218367923785456,0.21971518249874322,0.03246849673911134,0.6836500247400583,0.539467278238209,0.14418274650184937,0.6975148776317333,0.6324834893919208,0.06503138823981247,0.9656180900043945,0.6912515024343934,0.2743665875700011,0.9411064467944211,0.6197598529476886,0.3213465938467325,0.04698000627673138,0.4973856546490152,0.5017041063044266,-0.004318451655411448,0.5249482838423634,0.462282385411528,0.06266589843083537,0.06698435008624681,0.2743665875700011,0.3213465938467325,0.04698000627673138,-0.004318451655411448,0.06266589843083537,0.06698435008624681,1,"{'level_0': 2, 'level_1': 3, 'level_2': 3, 'level_3': 4, 'level_4': 1}",1,0.284320987654321,1.0,1.0,0.0,0.654320987654321,0.37,0.0,-0.033186066270178394
37,0,80,4,0.5,0.525,0.025000000000000022,0.75,0.75,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.24885664909331293,0.22258663994602798,0.026270009147284945,0.24387594087822195,0.21337627657174985,0.030499664306472107,0.6705236063445646,0.5877824342559391,0.08274117208862553,0.6808935949214988,0.6195939511948007,0.06129964372669816,0.3129450859351869,0.03467184253129432,0.2782732434038926,0.35032859955740236,0.061765237154577414,0.28856336240282493,0.01029011899893234,0.4988866549839643,0.48638834192816327,0.012498313055801014,0.5177794330915209,0.4402431429161875,0.07753629017533337,0.06503797711953235,0.2782732434038926,0.28856336240282493,0.01029011899893234,0.012498313055801014,0.07753629017533337,0.06503797711953235,1,"{'level_0': 3, 'level_1': 7, 'level_2': 8, 'level_3': 3}",1,0.08079853528258063,1.0,1.0,0.0,0.6968283582089553,0.6160298229263746,0.0,-0.013280466249462664
38,0,80,4,0.5,0.5125,0.012499999999999956,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.2529030983613406,0.23617129207371024,0.01673180628763038,0.2512637397279716,0.24010767607228065,0.011156063655690968,0.7129871587038146,0.6243356431378592,0.08865151556595541,0.6956747895344477,0.6733571975314986,0.022317592002949138,0.9659795079729413,0.6924717026463914,0.27350780532654995,0.9415415572010705,0.66959562333171,0.2719459338693605,-0.0015618714571894454,0.4990257445607134,0.5015272726957205,-0.0025015281350070917,0.5116154590428912,0.49156601404802247,0.020049444994868715,0.022550973129875806,0.27350780532654995,0.2719459338693605,-0.0015618714571894454,-0.0025015281350070917,0.020049444994868715,0.022550973129875806,1,"{'level_0': 3, 'level_1': 4, 'level_2': 5, 'level_3': 2, 'level_4': 1}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
39,0,80,4,0.5,0.5875,0.08750000000000002,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2482100482108036,0.21309242781963206,0.035117620391171556,0.24591492588571578,0.2019398930442255,0.04397503284149029,0.6966909359235867,0.5743471726144398,0.12234376330914687,0.6849761926560911,0.5966305284484106,0.08834566420768053,0.9657538574183164,0.6857310392686367,0.2800228181496798,0.9310598932636379,0.6319028454613411,0.2991570478022968,0.01913422965261702,0.5066944758311819,0.4984591912038478,0.008235284627334083,0.5626003565822754,0.46088791871482493,0.10171243786745043,0.09347715324011635,0.2800228181496798,0.2991570478022968,0.01913422965261702,0.008235284627334083,0.10171243786745043,0.09347715324011635,2,"{'level_0': 3, 'level_1': 7, 'level_2': 4, 'level_3': 3, 'level_4': 2}",2,0.20041629497472502,0.9512820512820512,0.95,0.0012820512820512775,0.6214689265536724,0.42105263157894735,-0.0007142857142857784,-0.06828193832599116
40,0,80,4,0.4875,0.5375,0.04999999999999999,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.24472908343818106,0.21089307741905494,0.03383600601912612,0.2496021269054991,0.20830956143506094,0.041292565470438164,0.6455878115980762,0.5594887436521621,0.08609906794591415,0.6923513610635766,0.6094405362383266,0.08291082482525003,0.3173445340899147,0.03242678744449539,0.2849177466454193,0.36802614424404334,0.06665133576091435,0.301374808483129,0.016457061837709674,0.4994862008715637,0.4986606842201611,0.0008255166514026246,0.5254805046900213,0.4374951418412165,0.08798536284880476,0.08715984619740214,0.2849177466454193,0.301374808483129,0.016457061837709674,0.0008255166514026246,0.08798536284880476,0.08715984619740214,1,"{'level_0': 5, 'level_1': 7, 'level_2': 7, 'level_3': 4, 'level_4': 1}",3,0.16666666666666666,1.0,1.0,0.0,0.16666666666666666,0.0,0.0,-0.14285714285714285
41,0,80,4,0.5,0.5,0.0,0.25,1.0,0.75,0.0,0.5,1.0,1.0,1.0,0.5,0.2488471095872314,0.22429779984375245,0.024549309743478964,0.2493503219263928,0.22546439309706415,0.023885928829328662,0.675521028993521,0.5953526775549921,0.08016835143852885,0.6918472909920947,0.6440108470169712,0.047836443975123544,0.3131220417410175,0.03247617593385503,0.28064586580716244,0.3482092659021891,0.06076866952289719,0.2874405963792919,0.0067947305721294815,0.4970582363685432,0.4957016914208725,0.0013565449476706792,0.5256040396653002,0.4750021505481691,0.05060188911713115,0.04924534416946047,0.28064586580716244,0.2874405963792919,0.0067947305721294815,0.0013565449476706792,0.05060188911713115,0.04924534416946047,1,"{'level_0': 3, 'level_1': 3, 'level_2': 3, 'level_3': 2}",2,0.01943277310924374,1.0,1.0,0.0,0.8319327731092437,0.8125,0.0,0.019611650485436893
42,0,80,4,0.5125,0.5375,0.025000000000000022,0.75,1.0,0.25,1.0,0.5,1.0,1.0,0.0,0.5,0.24338414772162137,0.2211061135073284,0.022278034214292974,0.24883294058435373,0.23086587109164772,0.017967069492706017,0.6412499565900251,0.5867261988683493,0.054523757721675836,0.6908130255395089,0.6548539528796601,0.03595907265984877,0.9666407179435241,0.6807232126654078,0.2859175052781163,0.9380850516782928,0.6470433503837016,0.29104170129459117,0.005124196016474847,0.502272735658464,0.49993090430304576,0.0023418313554182113,0.5217005735718778,0.482593629563055,0.03910694400882281,0.0367651126534046,0.2859175052781163,0.29104170129459117,0.005124196016474847,0.0023418313554182113,0.03910694400882281,0.0367651126534046,1,"{'level_0': 3, 'level_1': 5, 'level_2': 4, 'level_3': 2, 'level_4': 1}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
43,0,80,4,0.4875,0.5625,0.07500000000000001,0.5,0.75,0.25,0.5,0.5,1.0,0.5,0.5,0.0,0.24113309873739247,0.21089328660726459,0.030239812130127885,0.24817440342319053,0.2364722337841086,0.011702169639081939,0.6470845955602642,0.5665411824471244,0.08054341311313984,0.6894956267200472,0.666039780597322,0.02345584612272511,0.32348943616167436,0.03463509472043328,0.28885434144124106,0.37009527264260095,0.06919148690752974,0.3009037857350712,0.012049444293830147,0.5010642601114246,0.4973505567504027,0.0037137033610218917,0.5302391906687751,0.5020867843535639,0.02815240631521121,0.024438702954189317,0.28885434144124106,0.3009037857350712,0.012049444293830147,0.0037137033610218917,0.02815240631521121,0.024438702954189317,1,"{'level_0': 4, 'level_1': 8, 'level_2': 7, 'level_3': 4, 'level_4': 2}",3,0.25,1.0,1.0,0.0,0.25,0.0,0.0,
44,0,80,4,0.5,0.5375,0.03749999999999998,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.2484944659910308,0.2171047413769255,0.0313897246141053,0.2495610623971445,0.21942597561141358,0.03013508678573093,0.6733261743178293,0.5784389003068215,0.09488727401100772,0.6922692515454685,0.6318894694095769,0.06037978213589157,0.9673505022579825,0.6871202618928718,0.2802302403651107,0.9301635553112952,0.6404105476318888,0.2897530076794065,0.0095227673142958,0.500182098004429,0.4992805203714508,0.0009015776329782121,0.5418459981143529,0.47843763012278445,0.0634083679915684,0.06250679035859019,0.2802302403651107,0.2897530076794065,0.0095227673142958,0.0009015776329782121,0.0634083679915684,0.06250679035859019,1,"{'level_0': 4, 'level_1': 5, 'level_2': 5, 'level_3': 4, 'level_4': 1, 'level_5': 1}",0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
45,0,80,4,0.5125,0.5375,0.025000000000000022,0.5,0.75,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.24816354939559743,0.22807156882559032,0.020091980570007106,0.2501799750334616,0.23637458335415673,0.01380539167930489,0.6673921884750964,0.6166518327126543,0.05074035576244207,0.6935073874590965,0.6658739685490254,0.027633418910071095,0.9673719859783727,0.6860376920349941,0.2813342939433786,0.9400678598392644,0.6551945089708928,0.2848733508683716,0.0035390569249930115,0.4928288881308065,0.4930746517016824,-0.00024576357087591205,0.5054151434594683,0.47746375686888,0.027951386590588267,0.02819715016146418,0.2813342939433786,0.2848733508683716,0.0035390569249930115,-0.00024576357087591205,0.027951386590588267,0.02819715016146418,2,"{'level_0': 3, 'level_1': 4, 'level_2': 2, 'level_3': 3}",2,0.015009380863039379,0.975,0.975,0.0,0.7073170731707317,0.6923076923076923,0.0,-0.008132836326668946
46,0,80,4,0.4875,0.5,0.012500000000000011,0.25,1.0,0.75,0.0,0.5,1.0,1.0,1.0,0.5,0.24682616091166026,0.21443839121773017,0.03238776969393009,0.25291383715060195,0.23535573203987997,0.017558105110721978,0.6629974289534122,0.5673145298361625,0.0956828991172497,0.6989755603700522,0.6638452259390234,0.035130334431028754,0.31543667776615464,0.03472420899570533,0.2807124687704493,0.36196431071219437,0.06417473242251504,0.29778957828967934,0.017077109519230027,0.49101716015019825,0.4967348453736423,-0.005717685223444069,0.512417244051538,0.4825864100610171,0.02983083399052089,0.03554851921396496,0.2807124687704493,0.29778957828967934,0.017077109519230027,-0.005717685223444069,0.02983083399052089,0.03554851921396496,1,"{'level_0': 4, 'level_1': 5, 'level_2': 7, 'level_3': 3}",2,0.25903576192593536,1.0,1.0,0.0,0.6271676300578035,0.36813186813186816,0.0,-0.015975422427035313
47,0,80,4,0.4875,0.5625,0.07500000000000001,0.75,1.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.25244707966322116,0.21996135183748816,0.032485727825733,0.24748070609295236,0.2288964428257753,0.018584263267177076,0.6849466561142471,0.5863125263563489,0.0986341297578982,0.6881084668188595,0.6508981649722482,0.03721030184661134,0.30785270696099704,0.034174174831572424,0.2736785321294246,0.35655118319125184,0.06556818139376769,0.29098300179748415,0.01730446966805954,0.5005793369350462,0.4955191522412175,0.005060184693828684,0.5235172453056056,0.48017294608718564,0.04334429921841998,0.038284114524591295,0.2736785321294246,0.29098300179748415,0.01730446966805954,0.005060184693828684,0.04334429921841998,0.038284114524591295,1,"{'level_0': 4, 'level_1': 6, 'level_2': 7, 'level_3': 3, 'level_4': 1}",2,0.10324405884571863,1.0,1.0,0.0,0.5850622406639004,0.4818181818181818,0.0,-0.01602564102564108
48,0,80,4,0.5,0.525,0.025000000000000022,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.25261010507683657,0.2293160500229007,0.023294055053935864,0.2505606081728682,0.2390757103581835,0.011484897814684675,0.7011178264261199,0.60749636144246,0.09362146498365986,0.6942678690700509,0.6712891530591522,0.022978716010898736,0.9666256878000754,0.6923834047266849,0.2742422830733905,0.9373407978202316,0.6591268181764881,0.2782139796437435,0.003971696570353012,0.5080998455367145,0.5090435554701812,-0.0009437099334667076,0.5185623221967555,0.496335386690839,0.02222693550591648,0.023170645439383186,0.2742422830733905,0.2782139796437435,0.003971696570353012,-0.0009437099334667076,0.02222693550591648,0.023170645439383186,1,"{'level_0': 4, 'level_1': 4, 'level_2': 5, 'level_3': 5, 'level_4': 1, 'level_5': 1}",2,0.1512176142085508,1.0,1.0,0.0,0.5981873111782477,0.44696969696969696,0.0,0.16460595634877973
